game_date,home_team,away_team,predicted_total,actual_total,error,abs_error
2026-01-19,LAL,TOR,219.80016821744155,203,16.800168217441552,16.800168217441552
2026-01-19,SAS,UTA,226.0062433677,233,-6.9937566323000055,6.9937566323000055
2026-01-19,WAS,LAC,222.13522932827777,216,6.135229328277774,6.135229328277774
2026-01-19,CLE,OKC,240.59188799463385,240,0.5918879946338507,0.5918879946338507
2026-01-19,ATL,MIL,222.81880890061123,222,0.8188089006112307,0.8188089006112307
2026-01-19,NYK,DAL,222.89170813408543,211,11.891708134085434,11.891708134085434
2026-01-20,DET,BOS,213.60012166389646,207,6.600121663896459,6.600121663896459
2026-01-20,PHI,IND,225.22717375893438,217,8.227173758934384,8.227173758934384
2026-01-20,BKN,PHX,220.1784034700404,243,-22.821596529959606,22.821596529959606
2026-01-20,MIA,GSW,234.49375971727352,247,-12.50624028272648,12.50624028272648
2026-01-21,UTA,MIN,247.36484370249616,249,-1.6351562975038405,1.6351562975038405
2026-01-21,CHI,LAC,219.79633323620584,248,-28.20366676379416,28.20366676379416
2026-01-21,GSW,TOR,227.85823186923471,272,-44.141768130765286,44.141768130765286
2026-01-21,SAC,MIA,227.8366374002333,247,-19.163362599766714,19.163362599766714
2026-01-21,PHI,PHX,222.37713028440203,226,-3.6228697155979717,3.6228697155979717
2026-01-21,HOU,SAS,216.274533117999,217,-0.7254668820010011,0.7254668820010011
2026-01-21,DEN,LAL,225.2877471308255,222,3.287747130825494,3.287747130825494
